,Players,Values,Clubs,Logos,PlayerImages
295,Jozef Pastorek,75000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
296,Ganbold Ganbayar,175000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/522628-1611948716.jpg
297,Kristof Domonkos,150000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
298,Patrik Szűcs,100000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
299,Christian Bayemi,150000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
300,Boris Druga,150000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
301,Martin Misovic,50000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/641660-1581656061.png
302,Jakub Palan,50000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/1171485-1768664630.jpg
303,Zyen Jones,175000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/562380-1561141450.jpg
304,Nandor Tamas,150000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/535468-1572157917.jpg
305,Elvis Mashike,150000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/330275-1736701558.jpg
306,Zoran Ivanics,25000,Kfc Komarno,https://tmssl.akamaized.net//images/wappen/tiny/32314.png?lm=1549880293,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
307,Martin Junas,175000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/186381-1526589819.JPG
308,Erik Riska,25000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
309,Marek Ujlaky,275000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/736922-1584959068.png
310,Mario Suver,200000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/388047-1768886675.jpg
311,Branislav Ninaj,150000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/260979-1693836269.png
312,Oliver Podhorin,100000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/382207-1581566770.png
313,Michal Ranko,75000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
314,Maurizio Macorig,50000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/282118-1600578447.PNG
315,Peter Guinari,50000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/512965-1561570436.jpg
316,Adam Gazi,200000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/720769-1581658837.png
317,Martin Cernek,100000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
318,Samuel Sula,150000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/497544-1735073556.png
319,Lukas Simko,125000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/549933-1706992902.png
320,Lukas Fabis,125000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/465016-1581566898.png
321,Damian Baris,125000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/278861-1713619392.png
322,Adam Ravas,75000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
323,Martin Nagy,50000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/92182-1501446921.jpg
324,Petr Pudhorocky,200000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
325,Martin Masik,150000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
326,Mario Holly,125000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
327,Tomas Smejkal,150000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/550518-1614144622.png
328,Lukas Leginus,125000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
329,Abbati Abdullahi,100000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/1368324-1737574788.png
330,Erik Daniel,100000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/251916-1581331926.png
331,Adam Morong,100000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/216862-1615651125.JPG
332,Roman Potocny,75000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/179240-1706470566.png
333,Philip Onyedika,25000,Mfk Skalica,https://tmssl.akamaized.net//images/wappen/tiny/35488.png?lm=1720091624,https://img.a.transfermarkt.technology/portrait/medium/default.jpg
